25 chi2: 0.532499
26 chi2: 0.879584
27 chi2: 0.281584
28 chi2: 0.157873
31 chi2: 0.85469
32 chi2: 0.823641
33 chi2: 0.268504
34 chi2: 0.0398227
37 chi2: 0.43679
38 chi2: 1.2478
39 chi2: 3.45257
40 chi2: 1.37045
43 chi2: 0.550458
44 chi2: 0.725813
45 chi2: 0.808794
46 chi2: 0.441214
49 chi2: 0.606628
50 chi2: 0.884406
51 chi2: 0.757309
52 chi2: 1.48056
55 chi2: 0.0601534
56 chi2: 0.135354
58 chi2: 0.990658
62 chi2: 0.930227
67 chi2: 113.498
68 chi2: 0.116287
69 chi2: 1.32625
70 chi2: 0.203469
73 chi2: 0.264517
74 chi2: 0.0363956
75 chi2: 1.31123
79 chi2: 0.480992
80 chi2: 0.13303
81 chi2: 1.29627
85 chi2: 0.317718
86 chi2: 0.210918
87 chi2: 1.2706
88 chi2: 0.347959
91 chi2: 0.204754
92 chi2: 0.617901
93 chi2: 0.552194
94 chi2: 0.175515
97 chi2: 0.481663
98 chi2: 1.30317
99 chi2: 3.17583
100 chi2: 0.366201
103 chi2: 0.742383
104 chi2: 0.508699
105 chi2: 0.915227
106 chi2: 0.564773
109 chi2: 0.446856
110 chi2: 2.04395
111 chi2: 0.551274
112 chi2: 0.928038
115 chi2: 0.961814
116 chi2: 0.618839
117 chi2: 0.721759
118 chi2: 0.418133
121 chi2: 0.65101
122 chi2: 0.313385
123 chi2: 0.753848
124 chi2: 2.17091
127 chi2: 0.553581
128 chi2: 0.59309
129 chi2: 5.10842
130 chi2: 0.453275
133 chi2: 0.339576
134 chi2: 0.401825
135 chi2: 0.675924
136 chi2: 0.639816
139 chi2: 1.2542
140 chi2: 2.54042
141 chi2: 1.4019
146 chi2: 0.460386
148 chi2: 0.835908
151 chi2: 0.809002
152 chi2: 1.313
153 chi2: 0.497283
154 chi2: 0.532066
157 chi2: 45.1519
158 chi2: 0.577296
159 chi2: 0.563261
160 chi2: 0.526569
163 chi2: 229.233
164 chi2: 0.758814
165 chi2: 1.54008
166 chi2: 0.471911
200 chi2: 81.8898
201 chi2: 64.1618
202 chi2: 12.4745
203 chi2: 118.164
204 chi2: 11.8736
205 chi2: 79.0016
206 chi2: 77.1423
207 chi2: 124.903
208 chi2: 92.1395
209 chi2: 79.0704
210 chi2: 5.54297
211 chi2: 4.73684
212 chi2: 3.5432
213 chi2: 4.08139
214 chi2: 5.15882
215 chi2: 6.31268
216 chi2: 889.3
217 chi2: 838.122
218 chi2: 3.4006
219 chi2: 2.73303
