23	-13172
24	-21227
25	-314962
26	-280610
27	-288989
28	-283686
29	9486
30	9676
31	-286031
32	-281974
33	-284243
34	-279929
35	-18147
36	3064
37	-287086
38	-300659
39	-280908
40	-285804
41	-4736
42	-6020
43	-288559
44	-281141
45	-281860
46	-311627
47	2660
48	4695
49	-294976
50	-298348
51	-295323
52	-301646
53	4600
54	1419
55	-294528
56	-294293
58	-295771
59	-5816
60	-4230
62	-288063
64	-297068
65	-13712
66	6052
67	-287266
68	-280674
69	-279533
70	-285421
71	-209
72	1223
73	-290404
74	-289388
75	-289673
76	-287393
77	-16890
78	-16604
79	-283467
80	-283234
81	-289656
83	453
84	-15442
85	-281024
86	-279649
87	-282845
88	-278952
89	-9288
90	-18159
91	-278116
92	-285282
93	-283571
94	-282990
95	-39340
96	-32941
97	-325137
98	-322292
99	-321339
100	-316888
101	-35713
102	-38104
103	-334990
104	-334660
105	-339195
106	-333290
107	-40757
108	-26176
109	-325634
110	-315541
111	-323074
112	-328056
113	-43518
114	-30535
115	-337840
116	-355790
117	-340869
118	-326146
119	-48635
120	-30561
121	-311856
122	-305632
123	-314836
124	-323467
125	-44709
126	-48169
127	-322555
128	-326409
129	-328086
130	-325557
131	-35485
132	-26626
133	-314509
134	-321050
135	-314813
136	-313564
137	-30008
138	-24450
139	-323979
140	-324777
141	-325605
142	-328793
143	-36224
144	-30944
145	-326394
146	-325781
147	-323081
148	-327079
149	-28240
150	-28297
151	-325288
152	-332282
153	-331900
154	-340885
155	-31036
156	-24355
157	-353653
158	-354600
159	-353738
160	-336962
161	-38533
162	-42960
163	-333463
164	-313733
165	-340114
166	-323939
200	55986
201	0
202	2414
203	2817
204	57389
205	63914
206	-555
207	-9627
208	-18011
209	-18318
210	2457
211	2311
212	22084
213	22813
214	20236
215	20551
216	6284
217	5806
218	4695
219	19
251	51100
501	0
