25 chi2: 0.537259
26 chi2: 0.929974
27 chi2: 0.294857
28 chi2: 114.611
31 chi2: 0.908747
32 chi2: 0.92917
33 chi2: 0.212075
34 chi2: 0.0280462
37 chi2: 0.423928
38 chi2: 1.30596
39 chi2: 0.352834
40 chi2: 1.44268
43 chi2: 0.469043
44 chi2: 0.719692
45 chi2: 0.886108
46 chi2: 0.471893
49 chi2: 0.664272
50 chi2: 0.6978
51 chi2: 0.763366
52 chi2: 1.4963
55 chi2: 161.265
56 chi2: 45.305
58 chi2: 1.07038
62 chi2: 0.871615
64 chi2: 0.497994
67 chi2: 195.891
68 chi2: 127.614
69 chi2: 1.22181
70 chi2: 0.178076
73 chi2: 0.842536
74 chi2: 0.51719
75 chi2: 0.67548
76 chi2: 0.410258
79 chi2: 0.486914
81 chi2: 1.25096
82 chi2: 30.5028
85 chi2: 0.25375
86 chi2: 0.272665
87 chi2: 1.25409
88 chi2: 0.282023
91 chi2: 0.171841
92 chi2: 0.578356
93 chi2: 0.548192
94 chi2: 0.144941
97 chi2: 0.462966
98 chi2: 1.09069
99 chi2: 0.427732
100 chi2: 0.401176
103 chi2: 0.74347
104 chi2: 0.469172
105 chi2: 0.781575
106 chi2: 0.471783
109 chi2: 0.451062
110 chi2: 1.96252
111 chi2: 0.424724
112 chi2: 1.01234
115 chi2: 0.966519
116 chi2: 0.53386
117 chi2: 0.656491
118 chi2: 0.452636
121 chi2: 0.513148
122 chi2: 0.445333
123 chi2: 0.727681
124 chi2: 1.60251
127 chi2: 0.387226
128 chi2: 0.579588
129 chi2: 39.8309
130 chi2: 0.437073
133 chi2: 0.342552
134 chi2: 0.410886
135 chi2: 0.704903
136 chi2: 0.601559
139 chi2: 1.21658
140 chi2: 2.65237
141 chi2: 1.37567
145 chi2: 0.346654
146 chi2: 0.35241
147 chi2: 0.630478
148 chi2: 0.676751
151 chi2: 0.852016
152 chi2: 1.26577
153 chi2: 0.428772
154 chi2: 0.611463
157 chi2: 0.445126
158 chi2: 0.455331
159 chi2: 0.433923
160 chi2: 0.58754
163 chi2: 217.702
164 chi2: 0.547709
165 chi2: 1.40622
166 chi2: 0.374583
200 chi2: 0.256603
201 chi2: 13.6785
202 chi2: 4075.02
203 chi2: 0.809112
204 chi2: 0.729158
205 chi2: 0.630142
206 chi2: 4.63543
207 chi2: 1.17014
208 chi2: 0.261074
209 chi2: 4.52983
210 chi2: 1.69857
211 chi2: 3.95708
212 chi2: 0.893466
213 chi2: 0.188853
214 chi2: 10.018
216 chi2: 0.469231
217 chi2: 2.86154
218 chi2: 1.00013
219 chi2: 876.582
