25 -0.0446167 0.510071 -0.550903 0.0373535
26 -0.154236 0.482727 -0.415894 0.0476074
27 -0.110001 0.625244 -0.520264 0.0556641
28 0.154755 0.106873 -0.348572 0.173096
31 -0.227173 0.638245 -0.300476 -0.00219727
32 -0.109756 1.10681 -1.01422 0.128174
33 -0.102234 0.871094 -1.11761 0.236084
34 0.00865173 0.786621 -0.880676 0.165039
37 -0.0151062 1.17004 -1.30664 0.214355
38 -0.12999 0.939026 -0.847717 0.109863
39 -0.0535278 0.962952 -1.18048 0.144531
40 0.455139 0.538391 -1.1651 0.203369
43 -0.515015 0.426331 -0.0602417 -0.0698242
44 -0.246857 0.696777 -0.327393 0.019043
45 -0.0776215 0.961487 -1.00159 0.148926
46 0.272705 0.814941 -1.10571 0.218018
49 -0.247467 0.592163 -0.368347 0.019043
50 -0.268829 0.782654 -0.391663 -0.0229492
51 -0.478882 0.772339 -0.410217 0.0358887
52 -0.513123 0.86145 -0.34137 -0.0422363
55 0.307129 0.139221 -0.463623 0.149658
56 0.278458 0.358093 -0.601257 0.183594
58 0.226181 0.807495 -1.17267 0.233398
62 0.289276 0.813904 -1.11475 0.216553
67 10.2432 6.78857 -10.938 1.85278
68 0.295303 0.289917 -0.50415 0.141113
69 0.403229 1.15997 -1.85913 0.281494
70 0.0878143 0.441772 -0.769043 0.196777
73 -0.0120697 0.531006 -0.700378 0.121826
74 0.0840912 0.371155 -0.407227 0.128174
75 -0.470612 0.334839 0.0651245 -0.0959473
79 0.015976 1.02948 -1.38287 0.244385
80 0.404678 0.065979 -0.477356 0.193359
81 -0.461304 0.422607 -0.54364 0.0727539
85 0.230637 0.667297 -0.837585 0.156006
86 -0.162155 1.08124 -1.284 0.198975
87 0.192657 0.844177 -1.21515 0.230225
88 -0.297867 0.533447 -0.216797 -0.0439453
91 0.137848 0.290161 -0.671021 0.153809
92 -0.148438 0.752686 -0.683289 0.0878906
93 -0.182602 1.03656 -0.896423 0.0986328
94 -0.0611115 0.994385 -1.12 0.167236
97 -0.378891 0.568787 -0.541687 0.0427246
98 0.147964 0.954224 -1.61023 0.304199
99 3.73828 -0.726074 0.23291 0.25
100 0.3013 0.711304 -0.992249 0.195557
103 -0.108047 0.893616 -0.782227 0.100098
104 -0.151077 0.690247 -0.338928 0.0300293
105 -0.255997 0.772583 -0.955322 0.181885
106 -0.197052 0.719482 -0.480774 0.0407715
109 -0.0117493 1.02472 -1.44769 0.233398
110 -0.274536 0.407959 -0.182129 -0.000732422
111 -0.0770264 0.843018 -0.912415 0.145264
112 0.0726166 0.835327 -1.21289 0.222412
115 -0.121948 0.846008 -1.02826 0.158936
116 -0.0382385 0.870361 -1.15454 0.204346
117 0.0186157 1.03137 -1.31525 0.227295
118 -0.251526 0.631531 -0.282471 -0.0090332
121 -0.0050354 0.973938 -1.33813 0.245117
122 -0.613419 -0.1521 -0.314087 -0.215332
123 0.00256348 0.917419 -1.29669 0.223877
124 -1.33539 1.07819 -0.148438 -0.369873
127 -0.121872 0.989868 -1.13416 0.156982
128 -0.130493 0.894592 -0.957703 0.152344
129 0.203491 0.257812 -1.7251 -0.170166
130 -0.0132446 0.864441 -1.03455 0.137207
133 -0.0829163 0.83136 -0.972412 0.17041
134 -0.016449 0.741211 -0.925354 0.17041
135 0.330658 0.776245 -1.17627 0.228271
136 0.329544 0.448486 -0.913574 0.219238
139 -0.260681 0.453491 -0.0130615 -0.0686035
140 -0.908295 0.532654 0.417603 -0.20752
141 -0.480652 0.624084 -0.411072 -0.0537109
146 -0.0184174 0.849976 -1.05481 0.193115
148 0.217422 0.918213 -1.28113 0.217285
151 0.0424805 0.969788 -1.38733 0.23877
152 0.410629 0.889526 -1.58545 0.161377
153 0.00146484 1.02698 -1.2052 0.159912
154 -0.0947266 0.801392 -1.06891 0.201904
157 -0.0313263 0.729858 -0.919495 0.155273
158 -0.0635681 0.748596 -0.891418 0.16748
159 -0.0358887 0.797241 -0.974731 0.162842
160 -0.114838 0.832581 -0.896851 0.14624
163 -8.28928 6.77075 6.2558 -1.6167
164 0.0391998 1.04449 -1.47498 0.270752
165 -0.0114746 1.02594 -1.40607 0.25293
166 -0.0294647 0.934265 -1.1051 0.163818
200 0.224533 3.39392 -0.456604 0.918457
201 0.512497 6.35406 -2.65314 1.05322
202 0.00999451 2.32233 -2.42694 0.787842
203 -0.266342 2.77765 -2.16626 0.714844
204 -0.46698 1.73376 -0.771545 0.691406
205 -0.396866 2.93182 -1.22858 0.809326
206 -0.507889 2.95947 -2.05011 0.788086
207 -0.282959 0.143494 -3.3941 0.872559
208 -0.981812 1.79065 -2.12061 0.780029
209 1.47066 2.08075 -0.513977 -0.614746
210 0.312378 2.1438 -0.704651 0.774658211 -0.40625 3.83167 -2.83105 -0.0371094
212 -0.152313 1.3407 -1.82892 0.903809
213 0.966339 1.62701 -2.1723 1.07251
214 -0.250168 3.97986 -2.07587 1.09253
215 -0.68074 5.63971 -0.701477 0.857422
216 0.596207 2.19531 -3.2821 0.785889
217 -0.389771 5.01532 0.88324 0.699463
218 -0.822296 2.89948 -1.39569 1.22046
219 1.83795 2.38226 -0.643677 0.79248
