25 -0.406723 0.63916 -0.367737 -0.0871582
26 -0.495163 0.485596 -0.330017 -0.0517578
27 -0.423935 0.695068 -0.451721 -0.0805664
28 -0.0406494 0.153992 -0.122192 -0.0356445
31 -0.250641 0.596619 -0.502441 -0.00268555
32 -0.526047 1.14819 -0.771301 0.0336914
33 -0.671402 0.91748 -0.697632 -0.0300293
34 -0.434723 0.863647 -0.45459 0.0158691
37 -0.555664 1.26794 -0.75946 0.0319824
38 -0.476685 0.98053 -0.635437 -0.020752
39 -0.659454 1.02777 -0.688599 -0.0112305
40 -0.238083 0.724182 -0.468323 -0.0830078
43 -0.541565 0.181274 -0.431519 -0.0727539
44 -0.246613 0.669861 -0.409973 0.0227051
45 -0.381241 1.02136 -0.653687 0.0012207
46 -0.373962 0.896423 -0.557495 0.0219727
49 -0.321381 0.586121 -0.402771 -0.0229492
50 -0.298355 0.765747 -0.455322 -0.020752
51 -0.47673 0.737244 -0.485657 -0.0761719
52 -0.733719 0.713379 -0.595154 -0.202637
55 -0.106567 0.237854 -0.159363 -0.0275879
56 -0.190338 0.410767 -0.23291 -0.0166016
58 -0.492996 0.926147 -0.565918 -0.0378418
62 -0.306808 0.885193 -0.574951 -0.0332031
67 -4.91881 9.34094 -7.39606 0.703613
68 -0.162262 0.294678 -0.215149 -0.0690918
69 -0.597534 1.29132 -0.902832 -0.142334
70 -0.266769 0.526855 -0.301941 -0.0449219
73 -0.263657 0.572998 -0.389587 -0.0258789
74 -0.138229 0.379517 -0.227966 -0.0698242
75 -0.179413 0.269897 -0.247009 -0.0202637
79 -0.586609 1.22961 -0.73468 -0.00292969
80 -0.141235 0.213684 -0.0545044 -0.0266113
81 -0.648087 0.461548 -0.3703 -0.0725098
85 -0.270157 0.730225 -0.405029 0.0163574
86 -0.682465 1.26953 -0.805786 0.0114746
87 -0.554214 0.951599 -0.600525 -0.0212402
88 -0.272781 0.49762 -0.356995 -0.00146484
91 -0.173935 0.377075 -0.211975 0.0197754
92 -0.453781 0.787842 -0.463501 -0.0090332
93 -0.504761 1.16278 -0.703491 0.0168457
94 -0.519379 1.16101 -0.688721 0.013916
97 -0.450455 0.583679 -0.440796 0.00830078
98 -0.573685 1.1911 -0.747253 0.012207
99 1.73695 5.76617 1.04303 0.698975
100 -0.515106 0.809204 -0.473999 -0.00610352
103 -0.318878 0.919128 -0.565002 0.0227051
104 -0.285751 0.659058 -0.384338 0.00683594
105 -0.53537 0.845825 -0.494934 0.0100098
106 -0.4785 0.727539 -0.446045 0.0102539
109 -0.633728 1.2373 -0.781067 -0.00292969
110 -0.328049 0.385254 -0.265442 0.00146484
111 -0.364227 0.895569 -0.555908 0.0202637
112 -0.501785 0.938171 -0.628052 -0.0151367
115 -0.665909 0.913696 -0.656067 -0.0456543
116 -0.565582 0.966797 -0.589111 -0.00683594
117 -0.539993 1.24048 -0.744385 -0.0153809
118 -0.21904 0.608398 -0.414124 -0.0439453
121 -0.596985 1.18909 -0.72467 0.041748
122 -0.658554 -0.216553 -0.411865 -0.285889
123 -0.578934 1.09021 -0.697571 -0.00268555
124 -1.23587 0.301025 -0.434998 -0.504395
127 -0.570053 1.04968 -0.730713 -0.0129395
128 -0.543228 0.95697 -0.643066 -0.0407715
129 -1.59996 0.367859 -0.615295 -0.03125
130 -0.347687 0.945496 -0.659424 -0.10791
133 -0.52327 0.906921 -0.591492 -0.0012207
134 -0.355865 0.811707 -0.500366 0.00561523
135 -0.329742 0.866577 -0.57489 -0.00146484
136 -0.275131 0.550415 -0.356506 0.0012207
139 -0.171005 0.409363 -0.278076 0.0107422
140 -0.324463 0.382996 -0.300415 -0.0463867
141 -0.467804 0.698242 -0.47229 -0.0603027
146 -0.384644 0.937622 -0.616516 0.00830078
148 -0.416428 1.11206 -0.680725 -0.0090332
151 -0.568558 1.17719 -0.716797 -0.0947266
152 -0.546082 1.0459 -0.686768 -0.575195
153 -0.363327 1.19141 -0.739868 -0.101562
154 -0.578369 0.88562 -0.58844 -0.0368652
157 -0.477737 0.804382 -0.493042 -0.109375
158 -0.517029 0.815552 -0.464172 0.0151367
159 -0.516602 0.87915 -0.551331 -0.366943
160 -0.515182 0.884033 -0.566223 -0.0771484
163 6.2021 7.06183 -5.35706 -1.60986
164 -0.604965 1.25732 -0.782593 0.00805664
165 -0.621155 1.22961 -0.744263 0.0358887
166 -0.511414 1.0094 -0.665222 0.015625
200 0.82869 2.56274 -0.232788 -0.404297
201 1.67604 4.67499 -2.12164 -0.43457
202 0.0237122 2.0506 -1.33038 -0.565918
203 -0.515137 1.81812 -0.969604 -0.862061
204 -0.938965 1.23383 -0.356323 -0.824463
205 -0.62674 2.11694 -0.977173 -0.689941
206 -0.858185 2.12311 -1.68695 -0.795898
207 -0.594559 -0.267212 -1.01593 -0.474854
208 -0.960144 1.30023 -0.967529 -0.429932
209 0.417679 1.70911 -1.19281 -1.36523
210 0.893402 1.75464 -0.581543 -0.530518211 -0.847824 3.39374 -1.93915 -0.0947266
212 -0.268478 1.11438 -0.436218 -0.256104
213 -0.116638 1.10938 -0.948975 -0.228271
214 -0.396179 3.19891 -1.71283 -0.25293
215 -1.17105 5.14398 -0.968689 -0.786133
216 0.044281 1.89392 -1.55914 -0.736328
217 -0.81041 4.02106 0.825012 -1.48193
218 -0.641174 2.46851 -0.32312 0.24585
219 1.51514 2.14191 -0.20575 -0.67041
