25 -0.122948 -0.125702 0.637512 0.290344 -0.373779
26 -0.307312 0.0202026 0.306152 0.670654 -0.534424
27 -0.061409 -0.00784302 0.592163 -0.112366 -0.101807
28 0.167862 0.0705872 -0.20697 0.231812 0.119019
31 -0.26432 -0.0133057 0.865234 -0.0477295 -0.289185
32 -0.374695 0.288116 0.703979 -0.376953 -0.100952
33 0.0575256 0.342316 -0.277893 -0.0227661 0.235352
34 0.0278625 0.161835 -0.0927124 -0.00866699 0.0905762
37 0.036911 0.406281 -0.249878 -0.308411 0.334595
38 -0.145332 0.0911255 0.924866 -0.619385 0.0375977
39 0.394295 -3.43051 0.0834961 -0.323364 -1.23511
40 0.321968 0.445496 -0.724854 -0.335144 0.64624
43 0.0763321 -0.176788 0.602234 0.0603638 -0.1073
44 -0.163841 0.0784912 0.763916 -0.268921 -0.128662
45 -0.225304 0.237793 0.687256 -0.584839 0.0908203
46 0.0665741 0.3974 -0.395325 -0.115295 0.312012
49 -0.0988388 -0.262909 0.559143 0.284119 -0.365723
50 -0.078598 -0.0699768 0.842224 -0.367126 -0.137329
51 -0.148804 -0.0223999 0.797852 -0.162476 -0.204956
52 -0.384697 0.172577 1.16913 -0.44165 -0.156128
55 0.0979385 -0.0315857 -0.0111694 0.266235 -0.0783691
56 0.220146 -0.263153 0.0975952 0.214233 -0.00842285
58 0.0616455 0.553833 -0.60376 -0.29248 0.460205
62 0.099823 0.506683 -0.697327 -0.0749512 0.421997
67 -8.52749 -7.96353 8.75061 9.479 -5.34412
68 -0.00185394 0.250031 -0.127319 0.137939 0.0703125
69 0.134109 0.522766 -0.726379 -0.402039 0.610229
70 0.130699 0.14978 -0.300903 0.0441284 0.190918
73 0.095787 0.251556 -0.389771 -0.0103149 0.222534
74 0.0328293 0.103027 0.0760498 0.185974 -0.0267334
75 -0.0941544 -0.27771 0.412598 0.846252 -0.626221
79 0.0163574 0.31839 0.0628662 -0.501404 0.339111
80 0.00908661 0.252136 -0.215881 0.102234 0.0926514
81 -0.473289 0.072052 0.805908 0.318115 -0.563721
85 0.145271 0.193512 -0.469116 0.101929 0.235229
86 -0.13118 0.365601 -0.0403442 -0.0819092 0.0682373
87 -0.102989 0.208099 0.774475 -0.784241 0.211304
88 -0.0194778 -0.121735 0.587646 0.0263062 -0.206177
91 0.0032196 0.365631 -0.21051 -0.0691528 0.176392
92 -0.0563812 -0.0267944 0.734497 -0.357788 -0.0803223
93 -0.0104523 9.15527e-05 0.664612 -0.438049 0.0646973
94 -0.00127411 0.15567 0.217224 -0.329834 0.152954
97 0.128418 -0.0309448 0.704651 -0.333984 -0.0273438
98 0.303238 0.286163 -0.726746 -0.338989 0.62146
99 -0.429016 3.99329 -2.2005 -4.46429 -1.76331
100 0.162918 0.186096 -0.483032 0.0176392 0.265747
103 0.105385 -0.0702515 0.704163 -0.524963 0.107178
104 -0.131363 -0.0582886 0.710449 -0.217346 -0.106201
105 -0.257629 0.196808 0.732483 -0.549805 0.0421143
