23	-59225
24	-64681
25	-357781
26	-325257
27	-333535
28	-328317
29	-34562
30	-36160
31	-342223
32	-337942
33	-340672
34	-335929
35	-64016
36	-48864
37	-334736
38	-348387
39	-329196
40	-333990
41	-50494
42	-53414
43	-334911
44	-326852
45	-326559
46	-357530
47	-54666
48	-51345
49	-348042
50	-354106
51	-349870
52	-357604
53	-51437
54	-45803
55	-344550
56	-344153
58	-345515
59	-53714
60	-43722
62	-334299
64	-344137
65	-39748
66	-59930
67	-326729
68	-319928
69	-319181
70	-324994
71	-43958
72	-49627
77	-66494
78	-68439
79	-332051
80	-333640
81	-337310
83	-47483
84	-59123
85	-332714
86	-332638
87	-335518
88	-332294
89	-59314
90	-65432
91	-327720
92	-335330
93	-332832
94	-333689
95	-42488
96	-43520
97	-393265
98	-388145
99	-388432
100	-384142
101	-43130
102	-43428
103	-386025
104	-385538
105	-384078
106	-390256
107	-52038
108	-31002
109	-330475
110	-320615
111	-333146
112	-327594
113	-46470
114	-33630
115	-347064
116	-365162
117	-349853
118	-334114
119	-53955
120	-37303
121	-370880
122	-364178
123	-371773
124	-381705
125	-55469
126	-57454
127	-326995
128	-330955
129	-332894
130	-329584
131	-35430
132	-21360
133	-382028
134	-388122
135	-380409
136	-380862
137	-34844
138	-37639
139	-334962
140	-335352
141	-337233
143	-42571
144	-40049
146	-341422
148	-341723
149	-41405
150	-35486
151	-380749
152	-387349
153	-387145
154	-396650
155	-41927
156	-32549
157	-363626
158	-364286
159	-362521
160	-346904
161	-101324
162	-101826
163	-387549
164	-368356
165	-378868
166	-394999
200	55925
201	0
202	-1610
203	-1207
204	59641
205	58155
206	-4190
207	-5319
208	-13875
209	-14205
210	10466
211	10334
212	10312
213	11078
214	8443
215	8808
216	-3374
217	-14
218	949
219	4506
251	399900
