251 0 1
800 470.116 0.698877 
801 426.403 0.29492 
802 406.848 0.292654 
803 0 1
804 459.415 0.303008 
805 441.203 0.302273 
806 449.599 0.295567 
807 407.84 0.289928 
808 388.748 0.300038 
809 356.877 0.303505 
810 424.874 0.304064 
811 366.787 0.302211 
812 413.653 0.304208 
813 441.547 0.300995 
814 407.535 0.298247 
815 363.45 0.299757 
820 354.7 0.346091 
821 357.458 0.301681 
822 368.941 0.320707 
823 373.25 0.316742 
824 374.165 0.326264 
825 364.433 0.337395 
826 384.115 0.322798 
827 380.695 0.304198 
828 364.474 0.301211 
829 -4272.42 1.3117 
830 0 1
831 422.266 0.305921 
832 405.897 0.300245 
833 451.722 0.298784 
834 414.583 0.348779 
835 417.49 0.308831 
840 -2845.71 1.46654 
841 -807.823 1.11172 
842 433.108 0.323206 
843 399.888 0.312374 
844 0 1
845 407.199 0.31468 
846 383.227 0.309865 
847 370.709 0.316883 
848 0 1
849 357.644 0.313632 
850 316.437 0.311727 
851 337.032 0.305911 
852 337.601 0.336756 
853 318.73 0.312462 
854 319.755 0.324578 
855 0 1
