23	-92668
24	-100002
25	-394564
26	-360771
27	-368936
28	-364407
29	-78237
30	-77789
31	-372422
32	-368474
33	-371058
34	-366937
35	-97283
36	-76520
37	-365088
38	-378936
39	-360302
40	-363960
41	-84374
42	-85237
43	-369924
44	-360029
45	-361792
46	-391516
47	-84120
48	-82597
49	-277863
50	-385461
51	-381631
52	-388574
53	-82655
54	-84463
55	-382258
56	-382243
58	-383733
59	-84691
60	-82868
62	-368240
64	-376689
65	-100636
66	-81434
67	-365237
68	-359982
69	-357849
70	-364133
71	-88129
72	-84667
73	-370678
74	-370447
75	-369307
76	-366873
77	-96073
78	-95419
79	-371446
80	-370907
81	-134715
83	-78541
84	-93593
85	-292452
86	-365917
87	-378251
88	-365693
89	-88184
90	-96769
91	-357123
92	-365532
93	-363937
94	-361662
95	-38895
96	-32345
97	-324097
98	-321274
99	-321211
100	-316983
101	-35566
102	-37785
103	-327206
104	-326203
105	-331274
106	-324860
107	-40637
108	-25757
109	-326024
110	-315890
111	-322877
112	-327758
113	-43310
114	-30144
115	-337938
116	-354761
117	-340240
118	-324702
119	-48386
120	-29774
121	-311049
122	-305209
123	-312876
124	-323061
125	-43826
126	-48746
127	-322962
128	-325713
129	-328542
130	-219237
131	-33615
132	-26112
133	-313367
134	-320678
135	-314262
136	-313386
137	-29509
138	-24048
139	-323809
140	-324074
141	-325738
142	-327764
143	-36263
144	-30125
145	-323200
146	-324493
147	-323231
148	-325247
149	-27482
150	-27519
151	-325546
152	-332304
153	-331684
154	-340459
155	-30203
156	-24117
157	-351747
158	-355072
159	-352366
160	-335294
161	-37871
162	-41966
163	-332170
164	-311934
165	-338830
166	-323834
200	56003
201	0
202	2430
203	2810
204	57418
205	63856
206	-568
207	-9699
208	-18012
209	-18298
210	2523
211	2442
212	22041
213	22778
214	20022
215	20493
216	6202
217	5812
218	4608
219	-47
251	20100
