25 chi2: 0.61479
26 chi2: 0.476916
27 chi2: 0.874973
28 chi2: 0.200064
31 chi2: 0.78137
32 chi2: 2.60204
33 chi2: 1.99136
34 chi2: 1.34256
37 chi2: 2.96132
38 chi2: 1.69435
39 chi2: 2.47145
40 chi2: 1.83227
43 chi2: 0.382696
44 chi2: 0.707718
45 chi2: 1.99806
46 chi2: 1.851
49 chi2: 0.673682
50 chi2: 0.865752
51 chi2: 0.813467
52 chi2: 0.981183
55 chi2: 0.31897
56 chi2: 0.526659
58 chi2: 2.08285
62 chi2: 1.7588
67 chi2: 170.331
68 chi2: 0.345028
69 chi2: 4.46775
70 chi2: 0.855392
73 chi2: 0.842902
74 chi2: 0.305958
75 chi2: 0.316879
79 chi2: 3.13525
80 chi2: 0.448239
81 chi2: 0.539935
85 chi2: 1.10833
86 chi2: 3.22218
87 chi2: 2.34561
88 chi2: 0.545851
91 chi2: 0.614692
92 chi2: 1.03027
93 chi2: 2.15714
94 chi2: 2.26665
97 chi2: 0.821924
98 chi2: 3.66185
99 chi2: 2.10123
100 chi2: 1.48809
103 chi2: 1.43912
104 chi2: 0.569657
105 chi2: 1.4903
106 chi2: 0.820354
109 chi2: 3.38841
110 chi2: 0.30402
111 chi2: 1.49983
112 chi2: 2.24912
115 chi2: 1.84813
116 chi2: 2.09663
117 chi2: 2.91825
118 chi2: 0.706353
121 chi2: 2.9396
122 chi2: 0.121329
123 chi2: 2.71903
124 chi2: 1.3204
127 chi2: 2.39818
128 chi2: 1.84417
129 chi2: 5.43626
130 chi2: 1.94684
133 chi2: 1.72118
134 chi2: 1.47162
135 chi2: 1.96353
136 chi2: 1.21374
139 chi2: 0.424299
140 chi2: 1.28846
141 chi2: 0.702242
146 chi2: 1.94557
148 chi2: 2.56691
151 chi2: 2.97545
152 chi2: 3.42357
153 chi2: 2.55538
154 chi2: 1.78803
157 chi2: 1.39799
158 chi2: 1.28744
159 chi2: 1.59345
160 chi2: 1.51774
163 chi2: 54.7181
164 chi2: 3.53721
165 chi2: 3.14118
166 chi2: 2.05772
200 chi2: 11.3636
201 chi2: 24.4825
202 chi2: 13.3226
203 chi2: 7.45338
204 chi2: 3.37443
205 chi2: 7.54813
206 chi2: 9.23473
207 chi2: 0.00151665
208 chi2: 4.00285
209 chi2: 5.83059
210 chi2: 5.77196
211 chi2: 16.9622
212 chi2: 0.537436
213 chi2: 3.66072
214 chi2: 15.7003
215 chi2: 41.151
216 chi2: 6.38017
217 chi2: 30.4911
218 chi2: 10.6435
219 chi2: 7.27963
