23	-50709
24	-50607
25	-352741
26	-318436
27	-327469
28	-322189
29	-26279
30	-24453
31	-334650
32	-330561
33	-332261
34	-327864
35	-49767
36	-28495
37	-330345
38	-344143
39	-324501
40	-242645
41	-41900
42	-42682
43	-331646
44	-324711
45	-324310
46	-355466
47	-36651
48	-31600
49	-338715
50	-343212
51	-339926
52	-347742
53	-39434
54	-38273
55	-337803
56	-339115
58	-339543
59	-35381
60	-34375
62	-319124
63	-326305
65	-49253
66	-30936
67	-325346
68	-317308
69	-316681
70	-322855
71	-39689
72	-36177
73	-327631
74	-327043
75	-326995
76	-324540
77	-46179
78	-45377
79	-319134
80	-588570
81	-325761
83	-34938
84	-50667
85	-320147
86	-318623
87	-320724
88	-318753
89	-48858
90	-53795
91	-317522
92	-324715
93	-323751
94	-321940
95	-40642
96	-40372
97	-339565
98	-336865
99	-302816
100	-331869
101	-44180
102	-44227
103	-334250
104	-333731
105	-332332
106	-337939
107	-47693
108	-31795
109	-332690
110	-322766
111	-335787
112	-331268
113	-49651
114	-26189
115	-344240
116	-362453
117	-348652
118	-333111
119	-50688
120	-28349
121	-324056
122	-318273
123	-326894
124	-336049
125	-52328
126	-48070
127	-333431
128	-336500
129	-338781
130	-335492
131	-30117
132	-22310
133	-325796
134	-332689
135	-326290
136	-325752
137	-28052
138	-33316
139	-337770
140	-338833
141	-339733
142	-342814
143	-36771
144	-35970
145	-335875
146	-335354
147	-332236
148	-336311
151	-332779
152	-339759
153	-338557
154	-347983
157	-366871
158	-368034
159	-367191
160	-349667
163	-344891
164	-325761
165	-335120
166	-350823
251	100
252	0
301	81026
302	80048
303	75131
304	69522
305	71622
306	75263
307	84067
308	82952
309	71168
310	62341
311	74166
312	71202
313	62822
314	64118
315	71868
316	73470
401	68524
402	68546
403	69698
404	73724
405	71314
406	72381
407	68660
408	68353
409	72234
410	73711
411	68818
412	65535
501	63113
502	67533
503	72723
504	77888
505	76543
506	66559
507	71307
508	70983
601	70732
602	73648
603	69659
604	69901
605	68857
606	70067
607	74196
608	74491
609	68746
610	71285
611	67415
612	68497
613	75638
614	73061
615	66492
616	74102
701	73710
702	68838
703	73467
704	75056
705	74705
706	77916
707	70121
708	71420
709	70033
710	70126
711	75703
712	71139
800	1
801	2
802	3
804	3
805	2
806	2
807	2
808	2
809	2
810	3
811	3
812	1
813	3
814	4
815	2
820	4
821	2
822	2
823	1
824	1
825	1
826	1
827	2
828	1
829	3
830	3
831	1
832	2
833	2
834	3
835	2
840	4
841	2
842	3
843	3
845	2
846	3
847	5
848	3
849	6
850	5
851	3
852	1
853	0
854	1
