25 -0.133444 0.0229505 -9.25248e-10
26 -0.104025 0.0250985 -1.29849e-09
27 -0.00335399 0.019094 -3.16761e-10
28 -10.5057 0.0166918 -4.38345e-09
31 -0.425146 0.0208568 -7.61192e-10
32 -0.387264 0.02067 -5.13803e-10
33 -0.27941 0.0149078 1.71028e-10
34 -0.0494282 0.0163707 5.89121e-11
37 0.542567 0.0205542 5.52025e-10
38 0.0313715 0.0203028 -2.93486e-10
39 -12.0355 0.0209383 8.49591e-11
40 1.71198 0.0204919 9.57673e-10
43 -0.447936 0.0229079 -7.03441e-10
44 -0.0830987 0.0215657 -5.56159e-10
45 0.490351 0.0208878 -1.36868e-10
46 0.313808 0.0168861 3.2814e-10
49 -0.4027 0.0257505 -1.13686e-09
50 0.0169024 0.0231475 -5.32773e-10
51 -0.380772 0.0249558 -8.68821e-10
52 -0.347644 0.0228404 -9.71935e-10
55 -0.515924 0.0153708 -4.51322e-10
56 -3.24579 0.0145433 -4.2664e-09
58 0.431417 0.0201306 6.48774e-10
62 0.59218 0.0204451 6.15496e-10
67 2.52238 0.0154959 -4.35999e-10
68 -7.1447 0.0161349 -2.43185e-09
69 0.72201 0.0298229 1.79818e-09
70 0.265338 0.0163568 2.05583e-10
79 0.290008 0.0213085 3.99496e-10
80 -0.121678 0.0158879 -4.27367e-11
81 -0.476446 0.033106 -2.99869e-09
85 0.422298 0.0142461 1.75546e-10
86 -0.0576139 0.0219214 1.68205e-11
87 0.438292 0.0220823 -2.58164e-11
88 -0.0217448 0.0213553 -4.46819e-10
91 0.115325 0.0146341 9.21946e-11
92 0.167511 0.0213989 -3.32521e-10
93 0.0817965 0.020695 -1.15138e-10
94 0.120331 0.019713 9.07688e-11
97 -0.290867 0.020866 -5.51463e-10
98 0.856658 0.0206333 8.75692e-10
99 -1.65217 0.0204199 -5.85612e-10
100 0.235389 0.0162054 2.45077e-10
103 0.210495 0.0207171 -1.21947e-10
104 -0.417431 0.020502 -4.08316e-10
105 0.0942888 0.0208609 -2.81329e-10
106 -0.325971 0.0207958 -5.13381e-10
109 0.264776 0.0232942 3.83566e-10
110 -1.01901 0.0328548 -3.8201e-09
111 -0.14142 0.0235677 -2.93504e-10
112 0.144293 0.0206888 6.5075e-10
115 -0.350732 0.023828 -4.01119e-10
116 0.471318 0.0208216 9.0037e-11
117 0.340906 0.0200913 5.29458e-10
118 -0.357884 0.0207888 -5.8845e-10
121 0.43318 0.0225018 4.58448e-10
122 0.416827 0.0553161 3.44959e-09
123 0.498936 0.0193989 4.59127e-10
124 0.732905 0.0402512 -4.55162e-09
127 0.473308 0.0210964 3.63982e-10
128 0.214529 0.0211589 3.01572e-10
129 0.265237 0.0206456 -4.54969e-10
130 0.408296 0.0206345 4.2102e-10
133 -0.0728384 0.020515 3.30779e-10
134 0.31174 0.0169144 2.41856e-10
135 0.375402 0.0170255 4.02978e-10
136 0.277149 0.0172674 3.88458e-10
139 -0.672918 0.0239758 -1.36277e-09
140 -0.768051 0.0226683 -1.98068e-09
141 -0.229963 0.0234335 -7.39471e-10
146 0.561254 0.0173027 3.67023e-10
148 0.675904 0.0195942 5.91694e-10
151 0.278588 0.0214438 6.24089e-10
152 0.617297 0.022053 1.25224e-09
153 0.190791 0.0202953 3.96321e-10
154 0.0781963 0.0217529 1.34146e-10
157 0.322915 0.0165014 2.69296e-10
158 0.274365 0.0167103 2.91537e-10
159 0.232232 0.0163939 2.51716e-10
160 -0.296548 0.0211318 -6.30008e-11
200 5.97678 0.00523961 -4.21429e-11
201 3.92714 0.00517072 4.85425e-10
202 7.0031 0.00511333 -8.20046e-11
203 6.67815 0.00534145 -1.24276e-10
204 2.36211 0.00533969 -2.21821e-10
205 1.85039 0.00532808 -3.35143e-11
206 4.30631 0.00524845 2.10571e-10
207 3.00657 0.00539778 -2.25486e-10
208 7.38785 0.00531045 -1.97474e-10
209 6.90959 0.0052152 -3.29513e-11
210 4.85131 0.00533202 2.3534e-11
211 4.59059 0.00530261 1.7565e-10
212 2.84003 0.0053188 -1.24283e-11
213 3.49679 0.00537948 -1.77536e-10
214 3.12944 0.00524545 5.98539e-10
215 4.98964 0.00529746 2.2785e-10
216 1.95692 0.0053698 1.03021e-10
217 -1.92238 0.00537173 4.54978e-11
218 6.23587 0.00535259 -1.15e-10
219 4.00481 0.00530958 1.04179e-10
