251 0 1
800 16.016 2.00143
801 317.004 0.31922
802 358.179 0.316838
803 0 1
804 371.117 0.409384 
805 205.426 0.341863
806 320.299 0.322002
807 516.908 0.303466
808 370.839 0.322024
809 392.075 0.318366
810 550.308 0.355626
811 453.733 0.317498
812 376.827 0.32653
813 302.496 0.327619
814 300.701 0.323604
815 417.595 0.32173
816 0 1
817 0 1
818 0 1
819 0 1
820 0 1
821 362.67 0.321331
822 211.016 0.350172
823 343.438 0.345134
824 376.471 0.334113
825 373.944 0.358222
826 439.692 0.351829
827 369.35 0.327802
828 492.54 0.333416
829 363.207 0.329913
830 449.859 0.364868
831 603.216 0.314819
832 198.059 0.332895
833 0 1
834 716.213 0.310589
835 378.892 0.331445
836 0 1
837 0 1
838 0 1
839 0 1
840 0 1
841 516.846 0.307034
842 476.545 0.304068
843 631.73 0.299915
844 547.127 0.301243
845 580.385 0.306145
846 458.966 0.302773
847 373.36 0.310964
848 0 1
849 506.212 0.30984
850 492.894 0.314115
851 348.718 0.31191
852 381.931 0.321042
853 348.699 0.32147
854 0 1
855 0 1
