23	-59460
24	-58974
25	-369566
26	-336491
27	-347099
28	-340460
29	-44664
30	-42478
31	-345224
32	-343270
33	-344023
34	-339655
35	-60991
36	-42760
37	-332545
38	-345122
39	-326603
40	-331749
41	-62910
42	-58749
43	-335897
44	-329242
45	-328310
46	-358904
47	-49161
48	-43667
49	-342520
50	-347257
51	-345060
52	-351509
53	-47736
54	-46888
55	-347482
56	-348679
58	-350028
59	-45519
60	-38071
62	-329416
63	-340521
65	-59550
66	-41482
67	-330418
68	-325477
69	-322757
70	-329341
71	-47787
72	-46957
73	-338038
74	-336458
75	-337656
76	-335690
77	-63036
78	-55201
79	-332867
80	-950422
81	-336006
83	-43509
84	-54501
85	-331128
86	-332164
87	-333382
88	-330883
89	-59508
90	-59193
91	-325654
92	-332606
93	-329775
94	-329861
95	-204587
96	-201870
97	-501710
98	-499147
99	-477927
100	-494492
101	-198189
102	-196854
103	-495508
104	-496650
105	-494578
106	-500158
107	-213100
108	-200468
109	-492982
110	-481342
111	-495561
112	-491319
113	-213258
114	-200333
115	-504063
116	-520689
117	-505316
118	-489661
119	-218954
120	-196702
121	-482071
122	-477684
123	-485154
124	-494311
125	-218412
126	-215774
127	-495512
128	-497809
129	-501066
130	-497328
131	-195920
132	-190217
133	-485014
134	-490148
135	-483963
136	-482898
137	-194064
138	-191858
139	-486713
140	-486193
141	-488202
142	-490175
143	-202631
144	-198357
145	-497767
146	-496986
147	-494809
148	-498002
151	-486302
152	-494027
153	-492208
154	-502290
157	-524903
158	-526105
159	-525177
160	-508432
163	-501814
164	-482450
165	-492459
166	-509813
251	235000
301	57044
302	56195
303	56984
304	51321
305	73767
306	77363
307	68237
308	66906
309	63132
310	64387
311	56272
312	63302
313	66859
314	66147
315	69903
316	71492
401	68517
402	68373
403	71760
404	66071
405	61511
406	62525
407	66644
408	66282
409	24138
410	23730
411	62842
412	63569
501	47160
502	53509
503	46652
504	51762
505	56460
506	52497
507	53213
508	57079
601	52724
602	53677
603	51524
604	49863
605	62646
606	62101
607	59865
608	56492
609	52842
610	51348
611	63403
612	62518
613	49545
614	51064
615	52253
616	56184
701	55760
702	58781
703	59389
704	59343
705	60624
706	55634
707	54339
708	57551
709	60087
710	60105
711	57545
712	53142
800	118000
801	111000
802	112000
804	149000
805	155000
806	150000
807	155000
808	111000
809	110000
810	112000
811	112000
812	113000
813	112000
814	112000
815	112000
820	147000
821	146000
822	146000
823	147000
824	101000
825	101000
826	102000
827	103000
828	112000
831	109000
832	154000
833	153000
834	151000
835	153000
840	135000
841	136000
842	138000
843	162000
845	104000
846	104000
847	118000
848	100000
849	95000
850	95000
851	94000
852	137000
853	152000
854	156000
