25 chi2: 0.563526
26 chi2: 0.461799
27 chi2: 0.855605
28 chi2: 0.0619146
31 chi2: 0.713813
32 chi2: 2.45963
33 chi2: 1.56779
34 chi2: 0.986264
37 chi2: 2.35012
38 chi2: 1.57987
39 chi2: 1.90548
40 chi2: 0.851846
43 chi2: 0.23753
44 chi2: 0.694462
45 chi2: 1.72755
46 chi2: 1.27894
49 chi2: 0.67229
50 chi2: 0.859566
51 chi2: 0.80344
52 chi2: 0.980735
55 chi2: 0.0814979
56 chi2: 0.267384
58 chi2: 1.29625
62 chi2: 1.15146
67 chi2: 118.971
68 chi2: 0.17385
69 chi2: 2.59646
70 chi2: 0.405723
73 chi2: 0.669028
74 chi2: 0.193045
75 chi2: 0.154789
79 chi2: 2.27693
80 chi2: 0.0323009
81 chi2: 0.452246
85 chi2: 0.740019
86 chi2: 2.76935
87 chi2: 1.65315
88 chi2: 0.504153
91 chi2: 0.212162
92 chi2: 0.946158
93 chi2: 2.0701
94 chi2: 1.90253
97 chi2: 0.807087
98 chi2: 2.23408
99 chi2: 1.4632
100 chi2: 0.926218
103 chi2: 1.35586
104 chi2: 0.566187
105 chi2: 1.0628
106 chi2: 0.816777
109 chi2: 2.44605
110 chi2: 0.289985
111 chi2: 1.26295
112 chi2: 1.52248
115 chi2: 1.48294
116 chi2: 1.52479
117 chi2: 2.23089
118 chi2: 0.665206
121 chi2: 2.14579
122 chi2: 0.114045
123 chi2: 1.95596
124 chi2: 0.77648
127 chi2: 2.08539
128 chi2: 1.57581
129 chi2: 3.5797
130 chi2: 1.59324
133 chi2: 1.41597
134 chi2: 1.10042
135 chi2: 1.19788
136 chi2: 0.536325
139 chi2: 0.311437
140 chi2: 0.246709
141 chi2: 0.691325
146 chi2: 1.50377
148 chi2: 1.81511
151 chi2: 2.02473
152 chi2: 1.82148
153 chi2: 2.1293
154 chi2: 1.32921
157 chi2: 1.03466
158 chi2: 0.933954
159 chi2: 1.1562
160 chi2: 1.31162
163 chi2: 11.3524
164 chi2: 2.4786
165 chi2: 2.23942
166 chi2: 1.69173
200 chi2: 11.3624
201 chi2: 24.4825
202 chi2: 13.3226
203 chi2: 7.45332
204 chi2: 3.37376
205 chi2: 7.54766
206 chi2: 9.23493
207 chi2: 0.001514
208 chi2: 4.0037
209 chi2: 5.83007
210 chi2: 5.77196
211 chi2: 16.9627
212 chi2: 0.537461
213 chi2: 3.66142
214 chi2: 15.7004
215 chi2: 41.1514
216 chi2: 6.38015
217 chi2: 30.4915
218 chi2: 10.6425
219 chi2: 7.27907
