25 -0.340172 -0.191925 0.521912 0.209595 -0.419556
26 -0.427147 -0.0709229 0.207642 0.685425 -0.539307
27 -0.224426 -0.0873413 0.443848 -0.211914 -0.132202
28 -0.0324707 -0.0723572 -0.322571 0.159851 0.0339355
31 -0.374649 -0.126862 0.80835 -0.116089 -0.324951
32 -0.499275 0.244202 0.60199 -0.445007 -0.113647
33 -0.114288 0.225433 -0.383789 -0.100159 0.217407
34 -0.133698 0.0716858 -0.152222 -0.117676 0.0739746
37 -0.100525 0.329041 -0.364319 -0.36615 0.313477
38 -0.305153 0.0325012 0.888 -0.705688 0.0162354
39 -0.744629 -2.33237 1.24634 -3.14771 -1.89929
40 0.0601044 0.290833 -0.890869 -0.46405 0.550903
43 -0.255013 -0.277527 0.563171 -0.0806274 -0.247437
44 -0.378662 0.00753784 0.744934 -0.378235 -0.14856
45 -0.276497 0.250732 0.604309 -0.618286 0.101074
46 -0.0737534 0.306854 -0.525635 -0.177429 0.302856
49 -0.308548 -0.425018 0.449341 0.164246 -0.43457
50 -0.264717 -0.137695 0.807312 -0.406982 -0.135986
51 -0.399559 -0.176056 0.684814 -0.274475 -0.248657
52 -0.558731 0.0563049 0.95636 -0.572144 -0.286865
55 -0.0630569 -0.118408 -0.0712891 0.15802 -0.0880127
56 0.183762 -0.295349 -0.0360718 0.141174 -0.0222168
58 -0.120781 0.462311 -0.69458 -0.369995 0.455322
62 -0.169968 0.341095 -0.850586 -0.230042 0.367188
67 -9.17535 -4.71945 8.51727 9.39636 -12.8164
68 -0.143585 0.192352 -0.209229 0.0620728 -0.0057373
69 -0.0602646 0.396881 -0.878906 -0.459839 0.527222
70 0.0071106 0.0896912 -0.409546 -0.0166016 0.184326
73 -0.0581818 0.180359 -0.440796 -0.0967407 0.185059
74 -0.118073 0.0165405 -0.106812 0.132507 -0.0515137
75 -0.283569 -0.328491 0.357849 0.762878 -0.636597
79 -0.191132 0.273468 -0.0892334 -0.620728 0.311279
80 -0.126137 0.226959 -0.262146 0.0470581 0.0725098
81 -0.643333 -0.0137024 0.705933 0.233582 -0.577881
85 -0.0593948 0.0630188 -0.602173 -0.0691528 0.139771
86 -0.303001 0.332489 -0.0860596 -0.192444 0.0544434
87 -0.377251 0.0567932 0.586609 -0.963684 0.146729
88 -0.189529 -0.200623 0.508606 -0.0209351 -0.218262
91 -0.174774 0.269775 -0.274963 -0.14563 0.1604
92 -0.209259 -0.0985718 0.691284 -0.43103 -0.0917969
93 -0.170685 -0.0834351 0.538452 -0.48999 0.0184326
94 -0.181038 0.0870667 0.0594482 -0.376343 0.122559
97 -0.455551 -0.177429 0.562256 -0.35791 -0.0389404
98 -0.0693817 0.221344 -0.839417 -0.402161 0.5896
99 4.37964 3.2099 4.98553 5.36237 -1.44019
100 0.0474319 0.142944 -0.542297 -0.0303955 0.250366
103 -0.193497 -0.167511 0.626648 -0.610657 0.0853271
104 -0.359291 -0.188751 0.611267 -0.281555 -0.127075
105 -0.396301 0.127838 0.629761 -0.630676 0.0240479
106 -0.307449 -0.114319 0.628601 -0.258484 -0.179077
109 -0.254417 0.389984 -0.171692 -0.48645 0.271851
110 -0.737892 -0.131073 0.406738 0.875854 -0.864868
111 -0.429733 0.00967407 0.516052 -0.581726 0.0737305
112 -0.072937 0.466705 -0.757385 -0.229736 0.414307
115 -0.254486 0.00518799 0.73877 -0.632385 -0.0236816
116 -0.189117 0.109467 0.336853 -0.658691 0.183228
117 -0.122063 0.412659 -0.486145 -0.389832 0.393188
118 -0.373123 -0.00531006 0.557983 -0.199402 -0.19812
121 -0.268723 0.388824 -0.556702 -0.270386 0.343384
122 0.160133 -0.359253 -0.438171 -0.175659 0.15564
123 -0.101433 0.402313 -0.691284 -0.193604 0.338257
124 -0.171295 -0.618286 1.01331 0.214294 -0.505981
127 -0.123055 0.141022 -0.364685 -0.418823 0.438232
128 -0.358673 0.426727 -0.154846 -0.521973 0.305054
129 -0.0974197 0.127808 6.87494 -0.440796 -0.134888
130 -0.201698 0.196503 -0.184265 -0.530884 0.386841
133 -0.249802 0.184814 -0.450806 -0.236633 0.233154
134 -0.0831528 0.268402 -0.547913 -0.0634766 0.243408
135 -0.0617065 0.353027 -0.632324 -0.192627 0.390625
136 -0.0305939 0.305786 -0.625305 -0.195435 0.352173
139 -0.359528 -0.431305 0.536072 0.527527 -0.635498
140 -0.67318 -0.289246 0.839905 0.840393 -0.940918
141 -0.416649 -0.075592 1.06537 -0.534058 -0.194214
146 0.00973511 0.179749 -0.516296 -0.189331 0.338623
148 -0.093605 0.41394 -0.523682 -0.44397 0.459229
151 -0.0822067 0.186279 -0.0178223 -0.787231 0.430542
152 0.072403 0.360168 -0.735535 -0.58783 0.585327
153 -0.19342 0.352722 -0.481567 -0.26947 0.288208
154 -0.185249 0.0142822 0.304504 -0.645325 0.233276
157 4.30962 -3.93353 -2.22552 -0.64801 2.22705
158 -0.112198 0.0479736 -0.685791 -0.0181274 0.291992
159 -0.104454 0.320618 -0.569763 -0.097229 0.244019
160 -0.22776 -0.152496 0.366638 -0.638245 0.180176
163 2.52923 4.54691 0.811646 8.46881 21.7365
