164 -0.0498428 0.132843 -0.424561 -0.58075 0.48877
165 -0.296814 0.279297 0.561401 -1.03455 0.311401
166 -0.283211 -0.0213013 0.454468 -0.49176 0.0155029
200 1.81642 -8.33661 2.32977 1.20807 -1.3103
201 3.07148 -6.86887 2.71149 -0.355469 -0.438354
202 407.401 -3.02606 1.61725 0.0638428 -0.218994
203 5.28968 -9.811 2.39728 1.58539 -1.03027
204 70.5329 -3.24289 0.124634 -0.65448 -0.0461426
205 1.64804 -7.75555 2.20227 2.01807 -1.43701
206 3.24058 -7.72775 2.26434 1.20764 -1.03174
207 4.31512 -10.1998 1.95538 1.28564 -1.31384
208 4.02151 -8.89676 2.63196 1.99438 -1.13611
209 2.92986 -8.29974 2.60144 1.41132 -1.1637
210 74.9183 -1.73776 0.161499 -1.29163 -0.244019211 74.2168 -0.972961 0.0334473 -1.83264 0.203979
212 76.393 -1.80075 0.227173 -0.43335 -0.363403
213 77.0273 -2.1825 0.195984 -0.229431 -0.283203
214 72.9717 -0.81424 0.279236 -2.32599 0.56189
215 73.9391 -0.733856 0.751709 -1.77515 0.243774
216 13.191 -24.2967 7.53571 9.87354 -5.71179
217 12.8688 -23.5404 7.24457 8.81616 -5.21326
218 75.3763 -1.90179 0.458374 -0.548584 0.041626
219 75.9746 -1.27487 0.355042 -0.558594 0.201782
