25 0.422442 0.0228536 
26 0.665138 0.0250645 
27 0.350699 0.0190646 
28 0.0926842 0.0140369 
31 0.249102 0.0208251 
32 0.0515442 0.02067 
33 0.0822563 0.0149076 
34 -0.0285391 0.0164354 
37 0.174585 0.0206423 
38 0.295356 0.0203636 
39 -0.0256828 0.0212041 
40 -0.135454 0.020643 
43 0.128979 0.0229068 
44 0.242681 0.0208462 
45 0.125079 0.0216374 
46 -0.0330163 0.0167664 
49 0.331005 0.0256836 
50 0.43254 0.0231753 
51 0.33901 0.0249373 
52 0.377191 0.0227956 
55 -0.0565246 0.0126968 
56 -0.0633707 0.0112191 
58 -0.120508 0.0201504 
62 0.020378 0.0204752 
64 -0.0659481 0.0207732 
67 0.175623 0.0125391 
68 0.380252 0.0134912 
69 8.02926 0.0283213 
70 0.0464508 0.0163556 
73 0.578216 0.0210444 
74 0.496816 0.0209257 
75 0.396277 0.0214189 
76 0.385941 0.0211344 
79 -0.0126782 0.0213268 
80 0.218041 0.0131514 
81 0.593748 0.0329873 
85 0.170039 0.0142507 
86 0.019849 0.0219163 
87 0.542896 0.022063 
88 0.443198 0.0213104 
91 -0.0453226 0.014641 
92 0.331456 0.0214157 
93 0.237831 0.0207043 
94 0.076172 0.0197276 
97 0.21393 0.0208414 
98 0.152123 0.0206951 
99 0.153086 0.0203156 
100 -0.00512013 0.0163457 
103 0.51525 0.0207123 
104 0.23798 0.0208433 
105 0.284901 0.02075 
106 0.25016 0.020866 
109 0.0850884 0.0233288 
110 0.329717 0.0326996 
111 0.227367 0.0207757 
112 -0.128544 0.0235549 
115 -0.0230928 0.0238082 
116 0.445367 0.0208242 
117 -0.0220476 0.0201134 
118 0.235892 0.0207434 
121 0.204013 0.0225254 
122 -0.0641733 0.0556402 
123 0.0459623 0.0194464 
124 1.23267 0.0402218 
127 0.306136 0.0211161 
128 0.0332233 0.0211952 
129 0.266611 0.0201146 
130 0.160593 0.0206502 
133 -0.37977 0.0205459 
134 0.125165 0.0169354 
135 0.0308564 0.0170571 
136 -0.0804708 0.0173091 
139 0.286657 0.0238892 
140 0.875452 0.0225124 
141 0.401581 0.0233448 
142 3.24615 0.0106217 
145 -0.380826 0.0149882 
146 0.112506 0.0173414 
147 -0.10786 0.0164734 
148 0.194121 0.0196417 
151 -0.122943 0.0215346 
152 -0.327399 0.0221578 
153 -0.0890959 0.0203695 
154 -0.0396139 0.021791 
157 -0.0732337 0.0165375 
158 -0.0534835 0.0167434 
159 -0.0497979 0.0164304 
160 -0.148581 0.021143 
163 -1.28413 0.0246749 
164 0.104424 0.0213228 
165 0.468701 0.0211297 
166 0.0830646 0.0211964 
200 4.69516 0.00526531 -1.85018e-10
201 8.99827 0.00506085 9.65948e-10
202 5.0705 0.00486867 -2.69831e-10
203 4.58605 0.00556377 -5.50103e-10
204 1.39547 0.00544601 -4.43301e-10
205 3.75496 0.0054633 -2.46888e-11
206 5.91016 0.00523413 3.77239e-10
207 -0.232775 0.00531737 -7.04035e-10
208 5.37143 0.00551109 -6.5997e-10
209 6.30718 0.0051974 -1.84243e-10
210 5.58098 0.0052846 6.1418e-11
211 7.22715 0.00531266 2.60805e-10
212 4.17653 0.00535703 -6.60927e-11
213 1.43556 0.00549319 -4.52473e-10
214 8.53215 0.00501693 1.21506e-09
215 6.91259 0.005341 3.54242e-10
216 3.10642 0.00538831 1.18749e-10
217 3.36908 0.00532965 2.41972e-10
218 4.84595 0.00553121 -5.54251e-10
219 4.86124 0.00531154 1.69769e-10
251 0 1
